,sentence_id,target_index,target_word,synset,context_before,context_after,synset_is_correct,full_sentence,len_sentence,target_word_pos,baseline_random,baseline_first,baseline_last,synonym_similarity,hypernym_similarity,hyponym_similarity,most_common_def_similarity,less_common_def_similarity,f0_synset_frequency,f1_overlapping_words,f2_synset_and_context_after,f3_synset_and_context_before,f4_synset_and_target_similarity,f5_target_and_synset_definition,f6_synset_and_sentence_similarity,f7_target_word_and_sentence_similarity,f8_synset_example_and_sentence_similarity,f9_synset_definition_and_sentence_similarity,f10_lesk_pred_and_target_similarity,model_pred
27636,brown1/tagfiles/br-f19.xml_10,52,American,american.a.01,"Nor is it an accident that baseball , growing into the national game in the last 75 years , has become a microcosm of American life , that learned societies such as the American Folklore Society and the American Historical Association were founded in the 1880's , or that courses in American literature , American civilization ,",anything have swept our school and college curricula .,True,"Nor is it an accident that baseball , growing into the national game in the last 75 years , has become a microcosm of American life , that learned societies such as the American Folklore Society and the American Historical Association were founded in the 1880's , or that courses in American literature , American civilization , American anything have swept our school and college curricula .",392,JJ,american_english.n.01,american_english.n.01,american.a.02,0.3650660308597112,0.06553482030134604,0.08122985891379841,0.7845738926223811,0.8305571317791381,3,3,0.5929916369143812,0.7282349117813989,0.9999999999999999,0.6316115434941028,0.7454461880899149,0.7454461880899149,0.6543511434068677,0.8217899264354565,1.0,False
30856,brown1/tagfiles/br-g01.xml_69,9,Anglo-Saxon,anglo-saxon.n.02,And the great majority of these people are of,or Celtic descent .,False,And the great majority of these people are of Anglo-Saxon or Celtic descent .,77,JJ,anglo-saxon.a.01,anglo-saxon.n.02,anglo-saxon.a.01,1.0,0.6807548953507331,1.0,0.9200543016018692,0.6922488725186926,1,3,0.8431027654604542,0.7140281688768235,1.0,0.8650231664138074,0.8557359079970959,0.8557359079970959,0.6844018656734923,0.8962085696675689,1.0,True
11859,brown1/tagfiles/br-c04.xml_4,3,sharp,astute.s.01,The dialogue is,", witty and candid - typical `` do n't eat the daisies '' material - which has stamped the author throughout her books and plays , and it was obvious that the Theatre-by-the-Sea audience liked it .",True,"The dialogue is sharp , witty and candid - typical `` do n't eat the daisies '' material - which has stamped the author throughout her books and plays , and it was obvious that the Theatre-by-the-Sea audience liked it .",219,JJ,acuate.s.01,sharp.n.02,sharply.r.03,0.27357906408596677,0.11301108091262756,0.11301108091262756,0.22761296459212074,0.29329091185972006,5,0,0.2652132734407222,0.11569056854164173,0.30687439330728866,0.2861892258356711,0.2744942783353057,0.2861648481195874,0.5886812088123056,0.6515162861186213,0.19606807182592642,False
46813,brown1/tagfiles/br-j11.xml_53,34,average,average.n.02,"Lawrence E . Griffin gives measurements of nineteen young anacondas , presumably members of a brood , from `` South America '' ; the extreme measurements of these fall between the lower limit of the Brookfield brood and its",.,False,"Lawrence E . Griffin gives measurements of nineteen young anacondas , presumably members of a brood , from `` South America '' ; the extreme measurements of these fall between the lower limit of the Brookfield brood and its average .",233,JJ,average.n.03,average.n.02,median.s.01,0.26972350202177414,0.19591378925649702,0.14245384944008316,0.1422799870176703,0.34474445102575135,1,2,0.10186410744756316,0.24813859260181262,1.0000000000000002,0.26534352770359254,0.28718585649174966,0.28718585649174966,0.8870997144222323,0.8536931596310721,0.470695470242011,True
17802,brown1/tagfiles/br-e01.xml_14,7,great,bang-up.s.01,"Well , sir , they did real",!,True,"Well , sir , they did real great !",34,JJ,great.s.01,great.s.01,big.s.13,0.1800401006013213,0.12089116219155889,,0.31360952484505367,0.19535802702012192,4,0,1.0,0.5987992210907718,0.039850944313600686,0.6543061545220863,0.6733498242450162,0.5276230859828726,0.7518993989741968,0.5660540152400195,1.0,False
15888,brown1/tagfiles/br-d03.xml_43,15,best,best.a.01,"With traditional nationalistic spirit , some Englishmen claim that English Catholicism is Catholicism at its",.,True,"With traditional nationalistic spirit , some Englishmen claim that English Catholicism is Catholicism at its best .",115,JJS,best.n.01,best.n.02,well.r.13,0.21240687716513387,0.12480082618275107,0.09743838781518531,0.3722318311853649,0.31470733449718064,4,0,0.09743838781518531,0.2249059113643285,1.0,0.316100870894827,0.32267844351124547,0.32267844351124547,0.6765012903948264,0.8723449230159757,0.3548488053887578,False
12789,brown1/tagfiles/br-c04.xml_89,14,best,best.a.01,There are some sharp and whipping lines and some hilariously funny situations - the,of the latter being a mass impromptu plunge into a nightclub tank where a `` mermaid '' is performing .,True,There are some sharp and whipping lines and some hilariously funny situations - the best of the latter being a mass impromptu plunge into a nightclub tank where a `` mermaid '' is performing .,192,JJS,best.a.01,best.n.02,well.r.13,0.21240687716513387,0.12480082618275107,0.09743838781518531,0.3722318311853649,0.31470733449718064,4,2,0.21160781160632577,0.2737526775129106,1.0,0.316100870894827,0.3133432440434025,0.3133432440434025,0.6961147521069443,0.8641545158391875,0.3548488053887578,False
24567,brown1/tagfiles/br-e29.xml_28,7,best,best.a.01,The old established independent art schools try their,to fulfill their obligations .,True,The old established independent art schools try their best to fulfill their obligations .,89,JJS,good.s.20,best.n.02,well.r.13,0.21240687716513387,0.12480082618275107,0.09743838781518531,0.3722318311853649,0.31470733449718064,4,0,0.18945929615138055,0.3243156203464772,1.0,0.316100870894827,0.46567676415834025,0.46567676415834025,0.7039140950971582,0.6522396151554276,0.3548488053887578,False
7224,brown1/tagfiles/br-a15.xml_85,1,best,best.a.01,His,"years were 1954 when he hit .345 with 41 homers and '55 when he belted 51 home runs , drove in 127 and stole 24 bases .",True,"His best years were 1954 when he hit .345 with 41 homers and '55 when he belted 51 home runs , drove in 127 and stole 24 bases .",128,JJS,adept.s.01,best.n.02,well.r.13,0.21240687716513387,0.12480082618275107,0.09743838781518531,0.3722318311853649,0.31470733449718064,4,0,0.1974625663481671,0.133826698299085,1.0,0.316100870894827,0.2690360237581304,0.2690360237581304,0.6418579495472548,0.8259299745784633,0.3548488053887578,False
12375,brown1/tagfiles/br-c04.xml_53,33,best,best.a.01,"Sparrow size Virginia Gibson , with sparkling blue eyes and a cheerful smile , made a suitably perky Amy , while Melisande Congdon , as the real aunt , was positively monumental in the very",Gibson Girl manner .,True,"Sparrow size Virginia Gibson , with sparkling blue eyes and a cheerful smile , made a suitably perky Amy , while Melisande Congdon , as the real aunt , was positively monumental in the very best Gibson Girl manner .",215,JJS,best.r.01,best.n.02,well.r.13,0.21240687716513387,0.12480082618275107,0.09743838781518531,0.3722318311853649,0.31470733449718064,4,1,0.10658225583166298,0.2558513706636309,1.0,0.316100870894827,0.2872849523900221,0.2872849523900221,0.6432698780878187,0.8909224880374209,0.3548488053887578,False
4293,brown1/tagfiles/br-a12.xml_97,3,best,best.a.01,A+M has the,"defense against passes , 34.7 yards per game .",True,"A+M has the best defense against passes , 34.7 yards per game .",63,JJS,beneficial.s.01,best.n.02,well.r.13,0.21240687716513387,0.12480082618275107,0.09743838781518531,0.3722318311853649,0.31470733449718064,4,1,0.19674442391343477,0.20383754432701096,1.0,0.316100870894827,0.3670828840997423,0.3670828840997423,0.6870160846674779,0.7826316738449856,0.3548488053887578,False
20835,brown1/tagfiles/br-e04.xml_59,4,best,best.r.01,( Music often sounds,to me when I can dress informally and sit in something more comfortable than a theatre seat . ),True,( Music often sounds best to me when I can dress informally and sit in something more comfortable than a theatre seat . ),121,JJS,good.s.16,best.n.02,well.r.13,0.21240687716513387,0.12480082618275107,0.09743838781518531,0.3722318311853649,0.31470733449718064,27,2,0.26577707146198243,0.13063114650598348,1.0,0.4708662964798885,0.3378356856181791,0.3378356856181791,0.768887436956934,0.7101354657151137,0.3548488053887578,False
6723,brown1/tagfiles/br-a15.xml_43,11,hot,blistering.s.03,"Since 1949 , the only National League club that got off to a",start and made a runaway of the race was the '55 Dodger team .,True,"Since 1949 , the only National League club that got off to a hot start and made a runaway of the race was the '55 Dodger team .",127,JJ,hot.s.02,hot.s.02,hot.s.21,0.28054610604294117,,,0.2996807826784713,0.1177447018644654,6,2,0.8386232910705966,0.6810225808267157,-0.0020599136147436223,0.13343561717077437,0.7830481085994054,0.19327957131854048,0.6110590966177571,0.7642110690185318,0.9999999999999998,False
14943,brown1/tagfiles/br-d02.xml_38,7,liberal,broad.s.08,We have aligned ourselves with that ``,"'' tradition in Protestant Christianity that counts among the great names in its history those of Schleiermacher , Ritschl , Herrmann , Harnack , and Troeltsch , and more recently , Schweitzer and the early Barth and , in part at least , Bultmann .",True,"We have aligned ourselves with that `` liberal '' tradition in Protestant Christianity that counts among the great names in its history those of Schleiermacher , Ritschl , Herrmann , Harnack , and Troeltsch , and more recently , Schweitzer and the early Barth and , in part at least , Bultmann .",295,JJ,liberal.a.03,liberal.n.02,free.s.09,0.3124785582794425,0.2301035473862435,0.3339237333545021,0.4444576158494861,0.21515254590939298,2,0,0.21084191041952152,0.22223542546539377,0.17369977634116027,0.2481440303401711,0.22562275710487295,0.37088119392074437,0.6984211399445304,0.6339484074426096,1.0000000000000002,False
47760,brown1/tagfiles/br-j12.xml_57,18,constant,changeless.s.02,As early as 1913 Ghoreyeb and Karsner demonstrated with perfusion studies in dogs that bronchial artery flow would remain,"at a certain low level when pressure was maintained in the pulmonary artery and vein , but that increases in bronchial artery flow would occur in response to a relative drop in pulmonary artery pressure .",True,"As early as 1913 Ghoreyeb and Karsner demonstrated with perfusion studies in dogs that bronchial artery flow would remain constant at a certain low level when pressure was maintained in the pulmonary artery and vein , but that increases in bronchial artery flow would occur in response to a relative drop in pulmonary artery pressure .",335,JJ,constant.n.02,constant.n.02,ceaseless.s.01,0.4103103400161501,0.026110777102244062,0.05744364814420949,0.13117310272425822,0.38220663276731653,2,1,0.5452579247660753,0.6225484250060394,0.04444656442283704,0.35200171943814285,0.5812865291439006,0.2894252981212464,0.6179354954759688,0.5664285859395501,1.0,False
35340,brown1/tagfiles/br-j01.xml_59,18,constant,changeless.s.02,"In the discussion which follows , the time average of the radio emission will be referred to as the","component , and the superimposed periodic variation will be called the variable component .",True,"In the discussion which follows , the time average of the radio emission will be referred to as the constant component , and the superimposed periodic variation will be called the variable component .",200,JJ,constant.n.02,constant.n.02,ceaseless.s.01,0.4103103400161501,0.026110777102244062,0.05744364814420949,0.13117310272425822,0.38220663276731653,2,0,0.6102294000625973,0.47120423411633766,0.04444656442283704,0.35200171943814285,0.5500448828031439,0.29144601884214794,0.5523185827732476,0.5791757546725473,0.6214935399967412,False
46999,brown1/tagfiles/br-j11.xml_71,8,characteristic,characteristic.n.02,In snakes difference in size is a common,of subspecies .,False,In snakes difference in size is a common characteristic of subspecies .,71,JJ,characteristic.n.02,characteristic.n.02,characteristic.a.01,0.4863662035409,0.2152824236278685,0.2195170457739507,0.4552629058859855,0.48852188882037895,1,1,0.26488128791648025,0.3514531264798156,1.0,0.32397826725616546,0.5176605797405188,0.5176605797405188,0.6419654700083877,0.5758987919094201,1.0,True
19323,brown1/tagfiles/br-e02.xml_43,14,heavy,clayey.s.02,We put a light mulch over the seedlings ; now we must use a,one .,True,We put a light mulch over the seedlings ; now we must use a heavy one .,71,JJ,clayey.s.02,heavy.n.02,heavy.r.01,0.20823798187844025,0.06135615076711143,,0.11104505929529938,0.37852284268523817,7,0,0.7285804882675762,0.5553475349514301,0.10513139219569136,0.12820558374273253,0.6096762095581331,0.3576379421999127,0.7950246036937825,0.6275239652097623,1.0000000000000002,False
20280,brown1/tagfiles/br-e04.xml_14,4,common,common.s.03,Certain pianistic traits are,"to all five Schnabelian renditions , most notably the `` Schnabel trill '' ( which differs from the conventional trill in that the two notes are struck simultaneously ) .",True,"Certain pianistic traits are common to all five Schnabelian renditions , most notably the `` Schnabel trill '' ( which differs from the conventional trill in that the two notes are struck simultaneously ) .",206,JJ,common.s.06,common.a.01,common.s.09,0.18788438444439642,0.05691012205514978,0.0275931878018405,0.1866756473326195,0.1365776179987973,3,3,0.21082832954313424,0.3352166521087793,1.0,0.47498844600121826,0.30276425766506787,0.30276425766506787,0.5775435488306405,0.6864926251349658,1.0,False
14559,brown1/tagfiles/br-d02.xml_20,8,common,common.s.04,"To be sure , when this is pointed out , a",response among certain churchmen is to fulminate about `` the little flock '' and `` the great crowd '' and to take solace from Paul 's castigation of the `` wisdom of the wise '' in the opening chapter of First Corinthians .,True,"To be sure , when this is pointed out , a common response among certain churchmen is to fulminate about `` the little flock '' and `` the great crowd '' and to take solace from Paul 's castigation of the `` wisdom of the wise '' in the opening chapter of First Corinthians .",274,JJ,common.s.06,common.a.01,common.s.09,0.18788438444439642,0.05691012205514978,0.0275931878018405,0.1866756473326195,0.1365776179987973,4,0,0.14071535423125606,0.10014662908046645,1.0,0.406470891338437,0.16982448323076188,0.16982448323076188,0.8309339374881706,0.19844716189783132,-0.007516745085553905,False
25596,brown1/tagfiles/br-f03.xml_19,16,complete,complete.s.02,"I am sure that nothing within me is capable of composing that life-like sequence , so","in detail , from the hodge-podge of news pictures I have seen .",True,"I am sure that nothing within me is capable of composing that life-like sequence , so complete in detail , from the hodge-podge of news pictures I have seen .",158,JJ,arrant.s.01,complete.v.02,complete.s.05,0.18433983385502156,0.14033405262011478,0.04759579498929614,0.36699370900651207,0.1900762688519202,6,2,0.16209288253088125,0.23081778292563307,1.0,0.4898533990748063,0.28409419287361537,0.28409419287361537,0.6742060337329853,0.7955249262724727,1.0,False
8946,brown1/tagfiles/br-b20.xml_24,6,concerned,concern.v.02,Khrushchev himself is reported to be,"by the surge of animosity he has aroused , yet our own nuclear statesmen seem intent on following compulsively in his footsteps .",True,"Khrushchev himself is reported to be concerned by the surge of animosity he has aroused , yet our own nuclear statesmen seem intent on following compulsively in his footsteps .",176,JJ,concerned.a.01,concern.v.02,implicated.s.01,0.2868785386474284,,0.1345089607494166,0.18722128414572164,0.2813809104453865,1,4,0.306897901822462,0.24048321773700554,0.5410401897040678,0.1873495569402392,0.3462682574250204,0.3052799728708267,0.707517866801776,0.8101273606955189,0.5410401897040678,False
30777,brown1/tagfiles/br-g01.xml_64,14,final,concluding.s.01,I suppose the reason is a kind of wishful thinking : do n't talk about the,stages of Reconstruction and they will take care of themselves .,True,I suppose the reason is a kind of wishful thinking : do n't talk about the final stages of Reconstruction and they will take care of themselves .,145,JJ,final.s.02,final_examination.n.01,final.s.03,0.28631219542018965,0.1620075360970423,0.027923592799769657,0.6043218598515656,0.23114313715234835,2,0,0.1826512080043252,0.15648533730443726,0.35090270421161485,0.20457284776538226,0.20025737216423195,0.270389114340012,0.622544351701285,0.4740243291256737,1.0000000000000002,False
3042,brown1/tagfiles/br-a11.xml_71,21,final,concluding.s.01,"Then Kerr , a graduate student from Illinois , moved past him on a straightaway and held off Mills 's challenge on the",turn .,True,"Then Kerr , a graduate student from Illinois , moved past him on a straightaway and held off Mills 's challenge on the final turn .",131,JJ,concluding.s.01,final_examination.n.01,final.s.03,0.28631219542018965,0.1620075360970423,0.027923592799769657,0.6043218598515656,0.23114313715234835,2,0,0.1258157936998802,0.16641847917002164,0.35090270421161485,0.20457284776538226,0.1908290380479319,0.3118894674855777,0.6303216637467255,0.38199438240630335,1.0000000000000002,False
40827,brown1/tagfiles/br-j06.xml_46,17,prepared,cook.v.02,"In studying the liquid phase thermal reaction , some 70 tubes from 12 different manifold fillings were",and analyzed .,True,"In studying the liquid phase thermal reaction , some 70 tubes from 12 different manifold fillings were prepared and analyzed .",126,JJ,disposed.s.01,cook.v.02,prepared.s.03,0.23157039178217817,0.10929833604539974,0.06825105035635955,0.27602162475725156,0.5842747020519503,1,0,0.013736771029157931,0.11636477357977536,0.21190203948919642,0.3582962315171604,0.1197158319449512,0.28987131042177483,0.4868367759635481,0.47178533468794603,0.6384099787336711,False
39780,brown1/tagfiles/br-j05.xml_59,5,critical,critical.a.02,( 1 ) Below the,"micelle concentration , monomers and some dimers are present .",True,"( 1 ) Below the critical micelle concentration , monomers and some dimers are present .",87,JJ,critical.a.02,critical.a.02,critical.a.07,0.685022208274952,,,0.1398517145004371,0.20343727570591444,1,0,0.1441688834271999,0.1558270721488161,1.0,0.24004753488705058,0.2880466466313012,0.2880466466313012,0.7941597568301652,0.7754807877905103,1.0,False
21918,brown1/tagfiles/br-e21.xml_48,7,critical,critical.s.05,The quantity of water flow may be,; a stream or pond which is attractive in the springtime may become stagnant or dry in late summer .,True,The quantity of water flow may be critical ; a stream or pond which is attractive in the springtime may become stagnant or dry in late summer .,143,JJ,critical.s.04,critical.a.02,critical.a.07,0.685022208274952,,,0.1398517145004371,0.20343727570591444,4,4,0.20930172880830042,0.19815065480564567,1.0,0.21514083665813744,0.2950636508024023,0.2950636508024023,0.722581928327039,0.7724432738658864,1.0,False
47421,brown1/tagfiles/br-j12.xml_27,3,direct,direct.a.01,Also three other,"pathways of alveolar bronchial arterial supply were noted : via the pleura ; through the interlobular septa ; and along the terminal bronchiole ( figs. 14 , 17 , 18 , 19 ) .",True,"Also three other direct pathways of alveolar bronchial arterial supply were noted : via the pleura ; through the interlobular septa ; and along the terminal bronchiole ( figs. 14 , 17 , 18 , 19 ) .",197,JJ,target.v.01,target.v.01,directly.r.01,0.1486041371722274,0.15207102026258829,0.11576687363930747,0.244034423845178,0.22495864617205777,13,2,0.18749338719212055,0.19168349337324744,1.0,0.4191633851119467,0.24846800550891168,0.24846800550891168,0.6993196264886137,0.8244646964051947,0.20398646969622852,False
46938,brown1/tagfiles/br-j11.xml_66,11,eastern,easterly.s.01,The most convincing recent measurement of an anaconda was made in,"Colombia by Roberto Lamon , a petroleum geologist of the Richmond Oil Company , and reported in 1944 by Emmett R . Dunn .",True,"The most convincing recent measurement of an anaconda was made in eastern Colombia by Roberto Lamon , a petroleum geologist of the Richmond Oil Company , and reported in 1944 by Emmett R . Dunn .",195,JJ,easterly.s.02,eastern.a.02,easterly.s.02,0.5114671469922771,,,0.47188113652325697,0.23034137828036,2,2,0.9474390404561692,0.32955711291317286,0.022934293984554457,0.43592219869163057,0.8757683959692114,0.21381271966539536,0.7908047725612867,0.4768550778283488,0.9999999999999998,False
31080,brown1/tagfiles/br-g01.xml_88,2,easier,easy.s.02,Their own,", slower tempo is especially dear to Southerners ; and I have heard many say that they are content to earn a half or a third as much as they could up North because they so much prefer the quieter habits of their home town .",True,"Their own easier , slower tempo is especially dear to Southerners ; and I have heard many say that they are content to earn a half or a third as much as they could up North because they so much prefer the quieter habits of their home town .",240,JJR,easy.s.08,easy.s.02,easy.s.12,0.1387050719887894,,,0.3443425745485639,0.29240218674625457,1,1,0.27597171888933847,0.1822171662009147,0.6639506167268595,0.33586517164020274,0.3058356413462345,0.35564664570164045,0.5380950330413254,0.6054134048183556,0.6639506167268595,False
31329,brown1/tagfiles/br-g11.xml_16,2,effective,effective.s.02,The most,political inventions seem to make maximum use of natural harbors and are aware that restraining breakwaters can play only a minor part in the whole scheme .,True,The most effective political inventions seem to make maximum use of natural harbors and are aware that restraining breakwaters can play only a minor part in the whole scheme .,175,JJ,effective.s.02,effective.s.02,effective.s.06,0.4067556766923612,,,0.20067242196690563,0.1944549869317043,1,2,0.1894395987762915,0.12133803256212754,1.0,0.12103347353215216,0.2658298798226837,0.2658298798226837,0.7886640004266967,0.6664423756053178,1.0,False
30366,brown1/tagfiles/br-g01.xml_30,22,emotional,emotional.a.02,"But in our case - and neither my wife nor I have extreme views on integration , nor are we given to",outbursts - the situation has ruined one or two valued friendships and come close to wrecking several more .,True,"But in our case - and neither my wife nor I have extreme views on integration , nor are we given to emotional outbursts - the situation has ruined one or two valued friendships and come close to wrecking several more .",218,JJ,emotional.a.02,emotional.a.02,aroused.s.06,0.3440602485170582,,,0.2628540668953574,0.31385495904320343,1,1,0.23773743701436498,0.19512443106649027,1.0,0.2798445536990162,0.2805451673002445,0.2805451673002445,0.5572581793226566,0.6151880003896383,1.0,False
23028,brown1/tagfiles/br-e24.xml_23,9,emotional,emotional.a.03,First of the problems attacked would be fatigue and,"tension , since action relieves both .",True,"First of the problems attacked would be fatigue and emotional tension , since action relieves both .",100,JJ,aroused.s.06,emotional.a.02,aroused.s.06,0.3440602485170582,,,0.2628540668953574,0.31385495904320343,2,1,0.24555867172948426,0.17925423233407617,1.0,0.2881287642708711,0.34479788515984044,0.34479788515984044,0.33667284996304586,0.732185952386225,1.0,False
6384,brown1/tagfiles/br-a15.xml_3,19,full,entire.s.01,"They have the same men , no age problem , no injuries and they also have Vinegar Bend Mizell for the","season , along with Bobby Shantz '' .",True,"They have the same men , no age problem , no injuries and they also have Vinegar Bend Mizell for the full season , along with Bobby Shantz '' .",143,JJ,full.a.01,full.v.01,fully.r.01,0.2265496401833511,0.07881954362923467,0.0407205780425404,0.3956364222857404,0.265939563145542,5,2,0.0897913434450317,0.23649849294806902,0.3645392966094398,0.5856822955267579,0.22810272429661843,0.33010750075596274,0.33737417471333886,0.6960829059467727,0.9999999999999998,False
