,sentence_id,target_index,target_word,synset,context_before,context_after,synset_is_correct,full_sentence,len_sentence,target_word_pos,baseline_random,baseline_first,baseline_last,synonym_similarity,hypernym_similarity,hyponym_similarity,most_common_def_similarity,less_common_def_similarity,f0_synset_frequency,f1_overlapping_words,f2_synset_and_context_after,f3_synset_and_context_before,f4_synset_and_target_similarity,f5_target_and_synset_definition,f6_synset_and_sentence_similarity,f7_target_word_and_sentence_similarity,f8_synset_example_and_sentence_similarity,f9_synset_definition_and_sentence_similarity,f10_lesk_pred_and_target_similarity,model_pred
18349,brown1/tagfiles/br-e01.xml_51,10,acquire,acquire.v.04,Now good definition is one thing that all of us can,"with occasional high-set , high-rep , light weight workouts .",False,"Now good definition is one thing that all of us can acquire with occasional high-set , high-rep , light weight workouts .",121,VB,grow.v.08,assume.v.03,develop.v.03,0.26217323978387946,0.3195860523443313,0.10618342519505962,0.12559390286165906,0.22109226914952024,3,1,-0.02773211464993553,0.09124065155657834,1.0,0.10962538403988616,0.13415610101024936,0.13415610101024936,0.6900934700101806,0.7983343004917424,0.23093685495027869,False
15152,brown1/tagfiles/br-d02.xml_51,29,represented,act.v.03,"Whereas Bultmann 's `` center '' position is structurally inconsistent and is therefore indefensible on formal grounds alone , the general position of the `` right '' , as",", say , by Karl Barth , involves the rejection or at least qualification of the demand for demythologization and so is invalidated on the material grounds we have just considered .",False,"Whereas Bultmann 's `` center '' position is structurally inconsistent and is therefore indefensible on formal grounds alone , the general position of the `` right '' , as represented , say , by Karl Barth , involves the rejection or at least qualification of the demand for demythologization and so is invalidated on the material grounds we have just considered .",364,VBN,map.v.06,typify.v.02,delineated.a.01,0.23826371595035079,0.11514027646752616,0.10550434124715051,0.1558513687852231,0.4634910522880854,9,1,0.2541746098695561,0.2225551324811052,0.09813545160391168,0.18982811827486742,0.2457235842923258,0.22323070865380412,0.5225675285903731,0.6830885343600661,0.6869149902754587,False
44923,brown1/tagfiles/br-j10.xml_3,2,add,add.v.01,I must,"at once that these animals are what we call `` queens '' , young females that have mated in the previous summer or autumn .",False,"I must add at once that these animals are what we call `` queens '' , young females that have mated in the previous summer or autumn .",134,VB,attention_deficit_disorder.n.01,add.v.01,add.v.06,0.1396024363202917,0.16349067350618546,0.11486681419038565,0.04430143018679576,0.3408318319960693,1,2,0.19251785787337844,0.05105844533911635,1.0,0.39729044568302735,0.2665567854059779,0.2665567854059779,0.7825846532998892,0.7586731336136194,1.0,False
40731,brown1/tagfiles/br-j06.xml_42,5,added,add.v.01,Carrier * * f was,and the aqueous and organic phases were separated ( cells containing gaseous reactants were immersed in liquid air before opening under sodium iodide ) .,True,Carrier * * f was added and the aqueous and organic phases were separated ( cells containing gaseous reactants were immersed in liquid air before opening under sodium iodide ) .,177,VBD,total.v.02,add.v.02,add.v.06,0.11672433903426328,0.10603595833087696,0.05498866662862745,0.2492103817709711,0.2852965090916546,0,1,0.14598773709502366,0.04885934598347467,0.4571079148755106,0.2492103817709711,0.16883223979959078,0.2518190523889504,0.6960412185419274,0.7080632452825374,0.21199176958842414,True
31843,brown1/tagfiles/br-g11.xml_52,20,adding,add.v.04,"We have staved off a war and , since our behavior has involved all these elements , we can only keep","to our ritual without daring to abandon any part of it , since we have not the slightest notion which parts are effective .",False,"We have staved off a war and , since our behavior has involved all these elements , we can only keep adding to our ritual without daring to abandon any part of it , since we have not the slightest notion which parts are effective .",231,VBG,total.v.02,add.v.02,add.v.06,0.12785544991504688,0.09920573279121327,0.06141198760093673,0.24856908128754882,0.24674131287067702,3,0,0.2035357195331837,0.22214359247608514,0.4436614725585939,0.32297056537691055,0.23657161609319535,0.3249141191048927,0.6170283915876599,0.5007202007804991,0.15790509819834928,False
38428,brown1/tagfiles/br-j04.xml_56,11,added,add.v.04,500 ml of 1 M aqueous **f with 1 g **f,are heated in a bomb at 170 ` C for 48 hours .,False,500 ml of 1 M aqueous **f with 1 g **f added are heated in a bomb at 170 ` C for 48 hours .,91,VBD,add.v.01,add.v.02,add.v.06,0.11672433903426328,0.10603595833087696,0.05498866662862745,0.2492103817709711,0.2852965090916546,3,0,0.10675731358625665,0.1006299944901995,0.4571079148755106,0.3431735381497417,0.14395440018189407,0.18341830964013095,0.8914937624504979,0.3069910161565262,0.4571079148755106,False
385,brown1/tagfiles/br-a01.xml_42,1,added,add.v.06,State Party Chairman James W. Dorsey,that enthusiasm was picking up for a state rally to be held Sept. 8 in Savannah at which newly elected Texas Sen. John Tower will be the featured speaker .,False,State Party Chairman James W. Dorsey added that enthusiasm was picking up for a state rally to be held Sept. 8 in Savannah at which newly elected Texas Sen. John Tower will be the featured speaker .,198,VBD,add.v.01,add.v.02,add.v.06,0.11672433903426328,0.10603595833087696,0.05498866662862745,0.2492103817709711,0.2852965090916546,5,0,0.18258062021212698,0.016125740714044812,0.4571079148755106,0.2852965090916546,0.186845755447207,0.2945026090719464,0.6897058887496679,0.3105178380073631,0.21199176958842414,False
38677,brown1/tagfiles/br-j04.xml_83,3,adjusted,adjust.v.03,The spectrometer was,to minimize the amount of dispersion mode mixed in with the absorption signal .,False,The spectrometer was adjusted to minimize the amount of dispersion mode mixed in with the absorption signal .,109,VBN,align.v.01,align.v.01,adjusted.s.04,0.30679792814308654,0.18139221063394223,0.1451745139010515,0.3117747743836376,0.4312334855575461,2,1,0.3145345103321639,0.11158325936647555,0.586877203497886,0.3100829074523493,0.3530936591353954,0.38114608083482193,0.7082605226071558,0.5499849034156417,0.9999999999999998,False
8189,brown1/tagfiles/br-b13.xml_78,7,includes,admit.v.03,"As a contemporary bonus , the set","Carl Sandburg 's address at a joint session of Congress , delivered on Lincoln 's birthday two years ago .",False,"As a contemporary bonus , the set includes Carl Sandburg 's address at a joint session of Congress , delivered on Lincoln 's birthday two years ago .",149,VBZ,include.v.01,include.v.02,admit.v.03,0.21381658257323702,0.1339148938304116,0.16622091032283512,0.17592086140332872,0.20959061779168378,3,2,0.1793445668268512,0.14726073604935574,-0.05347125615667393,0.20959061779168378,0.1746284735161832,0.22648964305202493,0.6323935044412387,0.8872307100154346,0.6682923126597073,False
44174,brown1/tagfiles/br-j09.xml_33,3,allowed,admit.v.05,Blood samples were,"to clot at room temperature for 3 hr , centrifuged and the serum was removed .",False,"Blood samples were allowed to clot at room temperature for 3 hr , centrifuged and the serum was removed .",105,VBN,give_up.v.11,permit.v.01,allow.v.10,0.18220172430038273,0.1731335349623822,0.12641628974037,0.2363679159358725,0.4709008909544931,6,0,0.14582157308510849,0.1530415051203235,0.07119267506295927,0.25628518301168035,0.16841163135252282,0.32815515549453367,0.4792346451461829,0.22082477069583917,0.4912085644354911,False
40712,brown1/tagfiles/br-j06.xml_41,0,Following,adopt.v.01,,reaction the cells were scratched with a file and opened under a 20 % aqueous sodium iodide solution .,False,nan Following reaction the cells were scratched with a file and opened under a 20 % aqueous sodium iodide solution .,116,VBG,comply.v.01,pursuit.n.01,following.s.04,0.08437727677131597,0.020874545387637174,0.03269432915509068,0.1679510068994977,0.32688711633756234,10,1,0.14646089327272496,0.043947202435346555,0.047854932802639215,0.11294310112606862,0.1417306604599364,0.2869562321812026,0.4170513428841698,0.8485027781956611,0.16221907351342107,False
667,brown1/tagfiles/br-a01.xml_60,1,opened,afford.v.04,Vandiver,his race for governor in 1958 with a battle in the Legislature against the issuance of $ 50 million worth of additional rural roads bonds proposed by then Gov. Marvin Griffin .,False,Vandiver opened his race for governor in 1958 with a battle in the Legislature against the issuance of $ 50 million worth of additional rural roads bonds proposed by then Gov. Marvin Griffin .,192,VBN,open.v.08,open.v.02,open.s.13,0.2506128883108095,0.08964446895631371,0.04419814105610373,0.3352639807328828,0.24499140194450472,9,0,0.1733341087150002,0.048193148048000914,0.028084278277527897,0.07248047612270976,0.16797935909486378,0.18321163979969576,0.6365178833682348,0.5872483320908792,0.5966601673609871,False
42197,brown1/tagfiles/br-j07.xml_63,25,given,afford.v.04,"A summary of meteorite data , prepared by Whipple ( 1958 ) on the basis of photographic , visual , and radar evidence , is",in Table 5 - 1 .,False,"A summary of meteorite data , prepared by Whipple ( 1958 ) on the basis of photographic , visual , and radar evidence , is given in Table 5 - 1 .",145,VBN,give.v.01,give.v.01,apt.s.01,0.16258728140840567,0.12838842006131138,0.10001494064305375,0.5622128720990669,0.17726395586690755,30,0,0.1223955237943571,0.08178218602942564,0.1951378189641609,0.193783227078935,0.10464790089595936,0.17430184694483264,0.5459899515325699,0.6144109442675052,0.09164693288404989,False
5402,brown1/tagfiles/br-a14.xml_7,9,gave,afford.v.04,Skorich was considered the logical choice after the club,"Norm Van Brocklin permission to seek the head coaching job with the Minnesota Vikings , the newest National Football League entry .",False,"Skorich was considered the logical choice after the club gave Norm Van Brocklin permission to seek the head coaching job with the Minnesota Vikings , the newest National Football League entry .",193,VBD,give.v.27,yield.v.01,give.v.44,0.12116731107439395,0.09686021526373007,0.08183683466353016,0.13560603886683706,0.010994337161279033,29,1,0.18582496331611156,0.20804532030704243,0.08397927197091117,0.07045811019658171,0.20778932516852175,0.3052777384223554,0.7229186033526894,0.5361101125458414,0.7412387808321047,False
1765,brown1/tagfiles/br-a02.xml_62,10,proposed,aim.v.02,"A Houston teacher , now serving in the Legislature ,",Thursday a law reducing the time spent learning `` educational methods '' .,False,"A Houston teacher , now serving in the Legislature , proposed Thursday a law reducing the time spent learning `` educational methods '' .",137,VBN,aim.v.02,project.v.08,propose.v.05,0.17312206687510687,0.17145927062809221,0.119870080703098,0.154175925058342,0.06728725353962085,2,0,0.2621645444801355,0.18939098215358124,0.1617569684403952,0.4373625437538306,0.2475056440660402,0.22520167416554182,0.5457704325731862,0.2951739922848271,0.571671200549335,False
683,brown1/tagfiles/br-a01.xml_60,27,proposed,aim.v.02,Vandiver opened his race for governor in 1958 with a battle in the Legislature against the issuance of $ 50 million worth of additional rural roads bonds,by then Gov. Marvin Griffin .,False,Vandiver opened his race for governor in 1958 with a battle in the Legislature against the issuance of $ 50 million worth of additional rural roads bonds proposed by then Gov. Marvin Griffin .,192,VBN,propose.v.05,project.v.08,propose.v.05,0.17312206687510687,0.17145927062809221,0.119870080703098,0.154175925058342,0.06728725353962085,2,0,0.1296678874869918,0.2137924150600663,0.1617569684403952,0.4373625437538306,0.20918699292812967,0.2345561797259759,0.5546034156563845,0.3169457285684203,0.571671200549335,False
1237,brown1/tagfiles/br-a02.xml_12,9,said,allege.v.01,"Rep. Charles E. Hughes of Sherman , sponsor of the bill ,","a failure to enact it would `` amount to making a gift out of the taxpayers ' pockets to banks , insurance and pipeline companies '' .",False,"Rep. Charles E. Hughes of Sherman , sponsor of the bill , said a failure to enact it would `` amount to making a gift out of the taxpayers ' pockets to banks , insurance and pipeline companies '' .",197,VBD,say.v.08,allege.v.01,aforesaid.s.01,0.15714012393605178,0.09689034995606784,0.07110849867546482,0.18254516585143968,0.28991312763198696,1,0,0.16239532235403786,0.11749627467995438,0.28492422739821266,0.16514303006873346,0.15872509736546783,0.1580727429914022,0.6723630639728034,0.3128809576262743,-0.09037283532599628,False
2584,brown1/tagfiles/br-a11.xml_38,31,said,allege.v.01,"When he was inducted into the Army at Fort Knox , Ky. , Hansen 's weight had dropped to 180 - `` too light for me to be at my best '' he",.,False,"When he was inducted into the Army at Fort Knox , Ky. , Hansen 's weight had dropped to 180 - `` too light for me to be at my best '' he said .",143,VBD,aforesaid.s.01,allege.v.01,aforesaid.s.01,0.15714012393605178,0.09689034995606784,0.07110849867546482,0.18254516585143968,0.28991312763198696,1,0,0.11314055510082269,0.15540235347032963,0.28492422739821266,0.16514303006873346,0.1686589920249624,0.2650799751931342,0.8047758546613417,0.36191123515904805,0.10482415972547957,False
16568,brown1/tagfiles/br-d04.xml_17,8,says,allege.v.01,"For ' God had not rained ' ,","the Scripture , before man was made , ' and there was no man to till the earth ' .",False,"For ' God had not rained ' , says the Scripture , before man was made , ' and there was no man to till the earth ' .",116,VBZ,state.v.01,state.v.01,say.v.11,0.14335494206316857,0.08843862012674694,0.07716670952190166,0.16909222270299823,0.23274937004853288,2,0,0.15244849123961537,0.16437525232316658,0.2798206067250305,0.13268269570341518,0.1772757521439671,0.22849673924827443,0.8173918143270066,0.334614817972443,0.38469409620114836,False
722,brown1/tagfiles/br-a01.xml_63,1,said,allege.v.01,Pelham,Sunday night there was research being done on whether the `` quickie '' vote on the increase can be repealed outright or whether notice would have to first be given that reconsideration of the action would be sought .,False,Pelham said Sunday night there was research being done on whether the `` quickie '' vote on the increase can be repealed outright or whether notice would have to first be given that reconsideration of the action would be sought .,229,VBD,say.v.07,allege.v.01,aforesaid.s.01,0.15714012393605178,0.09689034995606784,0.07110849867546482,0.18254516585143968,0.28991312763198696,1,1,0.16320012873924616,0.11314055510082269,0.28492422739821266,0.16514303006873346,0.17703766278345573,0.3445241368756336,0.7951698172167558,0.5235345224413996,-0.09037283532599628,False
44002,brown1/tagfiles/br-j09.xml_21,22,allowed,allow.v.06,"For the albumin method , equal volumes of 30 % bovine albumin , sample and 2 % cells suspended in saline were",to stand at room temperature for 1 hr and then were centrifuged at 1000 rpm for 1 min .,False,"For the albumin method , equal volumes of 30 % bovine albumin , sample and 2 % cells suspended in saline were allowed to stand at room temperature for 1 hr and then were centrifuged at 1000 rpm for 1 min .",205,VBN,give_up.v.11,permit.v.01,allow.v.10,0.18220172430038273,0.1731335349623822,0.12641628974037,0.2363679159358725,0.4709008909544931,5,3,0.2431093328007551,0.2034929519060123,0.6417945170568207,0.3496233947378607,0.266833823695816,0.29111286341035697,0.4954520305523451,0.7736250784121501,0.4912085644354911,False
44597,brown1/tagfiles/br-j09.xml_66,21,allowing,allow.v.09,"When the early part of the gradient was flattened , either by using the gradient shown in Fig. 2 or by","the `` cone sphere '' gradient to become established more slowly , Region 2 activity could sometimes be separated into two areas ( donors P. J. and R. S. , Fig. 1 and E. M. , Fig. 2 ) .",False,"When the early part of the gradient was flattened , either by using the gradient shown in Fig. 2 or by allowing the `` cone sphere '' gradient to become established more slowly , Region 2 activity could sometimes be separated into two areas ( donors P. J. and R. S. , Fig. 1 and E. M. , Fig. 2 ) .",297,VBG,allow.v.06,permit.v.01,allow.v.10,0.1511872636334991,0.14932711106196478,0.11301926155686981,0.26031421935644994,0.511905274820836,8,2,0.22824808128096785,0.260233138100097,0.6995344587259462,0.2856938348485044,0.2825900517750309,0.3193466791763648,0.547581551349996,0.6574868263012341,0.4335386698516568,False
36515,brown1/tagfiles/br-j03.xml_4,12,allowed,allow.v.10,In normal use weights are hung on the end of the tape and,to pull the tape and the material to be tested between the blocks .,False,In normal use weights are hung on the end of the tape and allowed to pull the tape and the material to be tested between the blocks .,133,VBN,let.v.01,permit.v.01,allow.v.10,0.18220172430038273,0.1731335349623822,0.12641628974037,0.2363679159358725,0.4709008909544931,9,2,0.2640392436021761,0.30788103506162173,0.6417945170568207,0.4709008909544931,0.33778869063866407,0.31935395068578964,0.4652175639746649,0.7637435932502269,0.4912085644354911,False
47156,brown1/tagfiles/br-j11.xml_83,6,allow,allow.v.10,The results are too varied to,generalization .,False,The results are too varied to allow generalization .,52,VB,allow.v.04,permit.v.01,allow.v.10,0.26822434508356185,0.2541528407439102,0.1745669805395236,0.3408450044632465,0.6014621031750099,9,1,0.08967880430267057,0.18129937796920587,1.0000000000000002,0.6014621031750099,0.37849158233526264,0.37849158233526264,0.46537542852429015,0.7410657781013904,0.09177868426875761,False
35074,brown1/tagfiles/br-j01.xml_43,28,allow,allow.v.10,"In the observations at 4.3 mm ( Coates , 1959 a ) , the diameter of the antenna beam , 6 ' .7 , was small enough to","resolution of some of the larger features of the lunar surface , and contour diagrams have been made of the lunar brightness distribution at three lunar phases .",False,"In the observations at 4.3 mm ( Coates , 1959 a ) , the diameter of the antenna beam , 6 ' .7 , was small enough to allow resolution of some of the larger features of the lunar surface , and contour diagrams have been made of the lunar brightness distribution at three lunar phases .",283,VB,give_up.v.11,permit.v.01,allow.v.10,0.26822434508356185,0.2541528407439102,0.1745669805395236,0.3408450044632465,0.6014621031750099,9,3,0.269317593961474,0.16335427063241584,1.0000000000000002,0.6014621031750099,0.25066402069410104,0.25066402069410104,0.34345505513974944,0.7644525782605087,1.0000000000000002,False
25424,brown1/tagfiles/br-f03.xml_10,12,altered,alter.v.03,Rudyard Kipling 's scorn for the `` jargon '' of psychical research was,"somewhat when he wondered `` how , or why , had I been shown an unreleased roll of my life film '' ?",False,"Rudyard Kipling 's scorn for the `` jargon '' of psychical research was altered somewhat when he wondered `` how , or why , had I been shown an unreleased roll of my life film '' ?",180,VBN,change.v.01,change.v.03,adapted.s.01,0.3742967228638739,0.2477121798053442,0.14614169464281257,0.17893223453476803,0.3977230193953887,2,1,0.25031356037481484,0.2014803912942615,0.7153515216665252,0.3086703479810148,0.2777377123774434,0.30096142294951245,0.7060082335878296,0.7035546178853759,0.7153515216665252,False
41891,brown1/tagfiles/br-j07.xml_40,5,analyzed,analyze.v.02,The data have not yet been,for diurnal variations .,False,The data have not yet been analyzed for diurnal variations .,60,VBN,analyze.v.03,analyze.v.02,analyzed.a.01,0.2757594546392986,0.10785723776219441,0.14227322197680883,0.2533807472493938,0.35947078158518014,1,0,0.2344228491773985,0.21877697561277806,0.6056559447196566,0.2248189989787866,0.3634025597558206,0.4324037233728179,0.5051603212710545,0.6435541007672025,1.0,False
353,brown1/tagfiles/br-a01.xml_39,18,announced,announce.v.02,"He will be succeeded by Ivan Allen Jr. , who became a candidate in the Sept. 13 primary after Mayor Hartsfield",that he would not run for reelection .,False,"He will be succeeded by Ivan Allen Jr. , who became a candidate in the Sept. 13 primary after Mayor Hartsfield announced that he would not run for reelection .",159,VBD,announce.v.01,announce.v.02,announced.s.01,0.27434560220497495,0.08407692419859435,0.0022871159680150225,0.24980365583859515,0.35699404843826527,1,0,0.11182999750555273,0.07060843546778607,0.7559179526240618,0.5254826742521507,0.1406867824061922,0.12851141717590103,0.4388053700047226,0.4332735768467453,0.7559179526240618,False
