,sentence_id,target_index,target_word,synset,context_before,context_after,synset_is_correct,full_sentence,len_sentence,target_word_pos,baseline_random,baseline_first,baseline_last,synonym_similarity,hypernym_similarity,hyponym_similarity,most_common_def_similarity,less_common_def_similarity,f0_synset_frequency,f1_overlapping_words,f2_synset_and_context_after,f3_synset_and_context_before,f4_synset_and_target_similarity,f5_target_and_synset_definition,f6_synset_and_sentence_similarity,f7_target_word_and_sentence_similarity,f8_synset_example_and_sentence_similarity,f9_synset_definition_and_sentence_similarity,f10_lesk_pred_and_target_similarity,model_pred
12052,brown1/tagfiles/br-c04.xml_25,22,enters,accede.v.02,"It is into this household , one eroded by irritations that have tortured the souls out of its people , that George Dillon",at the beginning of the play .,False,"It is into this household , one eroded by irritations that have tortured the souls out of its people , that George Dillon enters at the beginning of the play .",159,NNS,insert.v.01,enter.v.02,embark.v.02,0.10156541054650217,0.09885502142236235,0.05047122710005175,0.3096738937851106,0.17372802204978022,6,0,0.12377205063599431,0.16542173680860775,0.08238673409339438,0.18357082056657248,0.16431875905728618,0.26425187905869296,0.6833752909372088,0.4935338846975514,0.014033529020294613,False
25500,brown1/tagfiles/br-f03.xml_15,4,accept,accept.v.01,"However , readers who","Freud 's findings and believe that he has solved completely the mystery of dreams , should ponder over the following words in his Interpretation Of Dreams , Chapter 1 , : `` as a matter of fact no such complete solution of the dream has ever been accomplished in any case , and what is more , every one attempting such solution has found that in most cases there have remained a great many components of the dream the source of which he has been unable to explain , nor is the discussion closed on the subject of the mantic or prophetic power of dreams '' .",True,"However , readers who accept Freud 's findings and believe that he has solved completely the mystery of dreams , should ponder over the following words in his Interpretation Of Dreams , Chapter 1 , : `` as a matter of fact no such complete solution of the dream has ever been accomplished in any case , and what is more , every one attempting such solution has found that in most cases there have remained a great many components of the dream the source of which he has been unable to explain , nor is the discussion closed on the subject of the mantic or prophetic power of dreams '' .",586,NN,accept.v.05,accept.v.02,accept.v.11,0.31269661663827314,0.2978915643933963,0.2650496509889445,0.4643818919923424,0.1557907458527425,0,2,0.2587209048581747,0.22605831808743512,0.9999999999999998,0.4643818919923424,0.27948614607508127,0.27948614607508127,0.7648185761806743,0.593162738230489,0.23556198018595745,True
15674,brown1/tagfiles/br-d03.xml_28,7,admit,accept.v.05,The Protestants themselves are the first to,the great falling off in effective membership in their churches .,False,The Protestants themselves are the first to admit the great falling off in effective membership in their churches .,115,NN,admit.v.03,admit.v.02,admit.v.08,0.278507181274344,0.26190315990675733,0.19874733253043075,0.49573463944164536,0.20063691249837862,3,1,0.2241546046816387,0.187879005176526,0.494542860492593,0.4839513024573399,0.2721917605824988,0.3205839224740329,0.42857915535673274,0.6655505699762575,1.0,False
46376,brown1/tagfiles/br-j11.xml_20,1,approach,access.n.03,Another,is to estimate from the rate of growth and the smallest size at maturity .,False,Another approach is to estimate from the rate of growth and the smallest size at maturity .,91,NN,access.n.03,approach.n.02,approach.v.05,0.213775903776575,0.20860353650390767,0.15540213806658448,0.3975941876211282,0.394300057860403,2,1,0.22134392845713696,0.029127377747397546,0.08672709885840624,0.2925035837815809,0.21552864718296533,0.3953224018895293,0.7343906895230644,0.7063100925261409,0.272818527325435,False
20200,brown1/tagfiles/br-e04.xml_8,8,approaches,access.n.03,Recently I was struck anew by the divergent,", when in the course of one afternoon and evening I listened to no fewer than ten different performances .",False,"Recently I was struck anew by the divergent approaches , when in the course of one afternoon and evening I listened to no fewer than ten different performances .",161,NNS,approach.v.01,approach.n.02,approach.v.05,0.1357118667798343,0.12277465493310737,0.1003202387420057,0.31647200415180676,0.2802988818365625,2,1,0.14869811935815266,0.056662248758644014,0.007355226507220789,0.23147596042407662,0.1328545068485538,0.26849895823184344,0.7871372957232299,0.6952639579857247,0.6228821132465779,False
30419,brown1/tagfiles/br-g01.xml_32,0,Accounts,account.n.07,,"have been published of Northern liberals in the South up against segregationist prejudice , especially in state-supported universities where pressure may be strong to uphold the majority view .",False,"nan Accounts have been published of Northern liberals in the South up against segregationist prejudice , especially in state-supported universities where pressure may be strong to uphold the majority view .",206,NNS,account.n.07,report.n.03,account.v.04,0.07765408973131588,0.02885522444076902,0.00685203752942979,0.24958821845371681,0.22455046841774026,6,2,0.20828792470610927,0.1113225382699409,0.42163392558970036,0.2952966645147853,0.258421451151657,0.2526220067098571,0.5113104043428465,0.7897925596664777,0.76834766282678,False
20897,brown1/tagfiles/br-e04.xml_62,4,accumulation,accumulation.n.04,Yet it is the,"of distortion , the fitting together of fractional bits until the total reaches the threshold of our awareness , that makes records sound like records .",False,"Yet it is the accumulation of distortion , the fitting together of fractional bits until the total reaches the threshold of our awareness , that makes records sound like records .",179,NN,accretion.n.01,collection.n.01,accumulation.n.04,0.37648860973758225,0.14995379530569833,0.13623200964060633,0.30638983629799205,0.24210399872826774,3,3,0.26068436094792946,0.11266989929940514,1.0,0.24210399872826774,0.31291662694154665,0.31291662694154665,0.6086813548882746,0.8385547257389043,1.0,False
30976,brown1/tagfiles/br-g01.xml_79,7,charges,accusation.n.02,There is much truth in both these,", and not many Bourbons deny them .",False,"There is much truth in both these charges , and not many Bourbons deny them .",77,NNS,charge.n.02,charge.n.02,charge.v.25,0.11095448132908119,0.08769110808059871,0.09177090209130803,0.12063567016299176,0.09213954189817888,12,1,0.324971384937728,0.1606430075258732,0.4834140809777094,0.24695701881864776,0.34341951695420875,0.2778282930361753,0.7419983643661554,0.8082052311008913,0.6764958525085382,False
32533,brown1/tagfiles/br-g15.xml_14,61,genius,ace.n.03,"The horrifying humor , the specifically sexual embarrassment of the joke gone wrong , the monstrous image of the fat man dressed up as a whore dressing up as a baby ; the epiphany of that quivering flesh ; the bringing together around it of the secret liaison between indolent , mindless sensuality and sharp , shrewd talent , cleverness with an occasional touch of","( which , however , does not know `` how to attack the problem of suffering '' ) ; the miraculous way in which music , revelation and death are associated in a single instant - all this seems a triumph of art , a rather desperate art , in itself ; beyond itself , also , it evokes numerous and distant resonances from the entire body of Mann 's work .",False,"The horrifying humor , the specifically sexual embarrassment of the joke gone wrong , the monstrous image of the fat man dressed up as a whore dressing up as a baby ; the epiphany of that quivering flesh ; the bringing together around it of the secret liaison between indolent , mindless sensuality and sharp , shrewd talent , cleverness with an occasional touch of genius ( which , however , does not know `` how to attack the problem of suffering '' ) ; the miraculous way in which music , revelation and death are associated in a single instant - all this seems a triumph of art , a rather desperate art , in itself ; beyond itself , also , it evokes numerous and distant resonances from the entire body of Mann 's work .",724,NN,genius.n.01,brilliance.n.03,flair.n.01,0.29003912225898937,0.26901057190480443,0.18579376202072603,0.46555248331820515,0.333108692087822,2,1,0.028259948348098196,0.08477281962008933,0.21255613996562067,0.2635932252525029,0.05748469977074154,0.29117428964536596,0.788958766566807,0.720607883582993,0.39315340522329945,False
5336,brown1/tagfiles/br-a14.xml_0,7,champion,ace.n.03,"Nick Skorich , the line coach for the football","Philadelphia Eagles , was elevated today to head coach .",False,"Nick Skorich , the line coach for the football champion Philadelphia Eagles , was elevated today to head coach .",112,NN,supporter.n.01,champion.n.02,champion.s.01,0.18903377486157846,0.16859769144814313,0.07223251313575749,0.37872264600112443,0.26205511435660905,3,0,0.10987954575128994,0.08265838523389922,0.34419203592033315,0.18226769054444555,0.13372274625217392,0.29606422011609623,0.7913568017319952,0.6474008864477615,0.9999999999999999,False
18337,brown1/tagfiles/br-e01.xml_50,25,champion,ace.n.03,The aspects of physical development that catch the judges ' eyes and which rightfully influence their decisions are symmetry and that hallmark of the true,- superior definition of the muscles .,False,The aspects of physical development that catch the judges ' eyes and which rightfully influence their decisions are symmetry and that hallmark of the true champion - superior definition of the muscles .,202,NN,champion.n.01,champion.n.02,champion.s.01,0.18903377486157846,0.16859769144814313,0.07223251313575749,0.37872264600112443,0.26205511435660905,3,0,0.02786397375335447,0.022376159201057608,0.34419203592033315,0.18226769054444555,0.04697346931261959,0.20419255179213927,0.7059940598793025,0.7006668284850038,0.9999999999999999,False
18338,brown1/tagfiles/br-e01.xml_50,25,champion,ace.n.03,The aspects of physical development that catch the judges ' eyes and which rightfully influence their decisions are symmetry and that hallmark of the true,- superior definition of the muscles .,False,The aspects of physical development that catch the judges ' eyes and which rightfully influence their decisions are symmetry and that hallmark of the true champion - superior definition of the muscles .,202,NN,ace.n.03,champion.n.02,champion.s.01,0.18903377486157846,0.16859769144814313,0.07223251313575749,0.37872264600112443,0.26205511435660905,3,0,0.02786397375335447,0.022376159201057608,0.34419203592033315,0.18226769054444555,0.04697346931261959,0.20419255179213927,0.7059940598793025,0.7006668284850038,0.9999999999999999,False
23183,brown1/tagfiles/br-e24.xml_38,19,reaches,achieve.v.01,"To be fit , one has to start early with young children , and today the only person who really",such children is the teacher of dance .,False,"To be fit , one has to start early with young children , and today the only person who really reaches such children is the teacher of dance .",141,NNS,achieve.v.01,scope.n.01,strive.v.02,0.16264545879224127,0.15026577475306266,0.10507595663444719,0.29943365742583594,0.19917793190105912,8,2,0.12412017230383891,0.18556707748348275,0.2721244882319608,0.17455350252505397,0.19314754051963903,0.29023900993934193,0.4295958371188824,0.6131925701414284,0.6365903758648168,False
37033,brown1/tagfiles/br-j03.xml_35,43,height,acme.n.01,"If * * f is the change per unit volume in Gibbs function caused by the shear field at constant P and T , and |r is the density of the fluid , then the total potential energy of the system above the reference",is * * f .,False,"If * * f is the change per unit volume in Gibbs function caused by the shear field at constant P and T , and |r is the density of the fluid , then the total potential energy of the system above the reference height is * * f .",225,NN,acme.n.01,acme.n.01,altitude.n.01,0.26027974751177557,0.22808997418549407,0.12273357717899193,0.2646893734809387,0.37349665843704555,1,2,0.9131483112758739,0.6477585179408589,0.049490996004061615,0.2931953057236248,0.7043338020796637,0.28262183032643473,0.7761367024773935,0.8156013063938323,1.0,False
37034,brown1/tagfiles/br-j03.xml_35,43,height,acme.n.01,"If * * f is the change per unit volume in Gibbs function caused by the shear field at constant P and T , and |r is the density of the fluid , then the total potential energy of the system above the reference",is * * f .,False,"If * * f is the change per unit volume in Gibbs function caused by the shear field at constant P and T , and |r is the density of the fluid , then the total potential energy of the system above the reference height is * * f .",225,NN,height.n.01,acme.n.01,altitude.n.01,0.26027974751177557,0.22808997418549407,0.12273357717899193,0.2646893734809387,0.37349665843704555,1,2,0.9131483112758739,0.6477585179408589,0.049490996004061615,0.2931953057236248,0.7043338020796637,0.28262183032643473,0.7761367024773935,0.8156013063938323,1.0,False
25313,brown1/tagfiles/br-f03.xml_0,9,friends,acquaintance.n.03,There is a pause in the merriment as your,"gaze at you , wondering why you are staring , open-mouthed in amazement .",False,"There is a pause in the merriment as your friends gaze at you , wondering why you are staring , open-mouthed in amazement .",123,NNS,supporter.n.01,ally.n.02,friend.n.05,0.26085357976679113,0.1279773595993529,0.11107662974703296,0.26894720022898294,0.37602826881694373,2,3,0.16601091181892333,0.09531628408709503,0.49017461934180906,0.39669403267990544,0.1896911607915469,0.2830047309077538,0.8006108275302348,0.7049094149118702,0.49017461934180906,False
29617,brown1/tagfiles/br-f43.xml_61,12,friends,acquaintance.n.03,"If , in preparing that shot for the inevitable showing to your",", you interrupt the sequence to paste in a few frames of the child 's grandmother watching this event , you have begun to be an artist in film ; you are employing the basic technique of film ; you are cutting .",False,"If , in preparing that shot for the inevitable showing to your friends , you interrupt the sequence to paste in a few frames of the child 's grandmother watching this event , you have begun to be an artist in film ; you are employing the basic technique of film ; you are cutting .",281,NNS,acquaintance.n.03,ally.n.02,friend.n.05,0.26085357976679113,0.1279773595993529,0.11107662974703296,0.26894720022898294,0.37602826881694373,2,3,0.1624734061608104,0.11312583374628535,0.49017461934180906,0.39669403267990544,0.17479614260542858,0.2227911056930422,0.8182120224974601,0.7176236647965124,0.7098033810943676,False
32608,brown1/tagfiles/br-g15.xml_18,1,release,acquittance.n.01,The,", the freedom , involved in loving another is either terribly difficult or else absolutely impossible ; and the motion toward it brings disaster .",False,"The release , the freedom , involved in loving another is either terribly difficult or else absolutely impossible ; and the motion toward it brings disaster .",158,NN,secrete.v.01,liberation.n.01,unblock.v.03,0.10709404754254409,0.07111096932278214,0.04464701363369273,0.22917431160584237,0.17732143437825115,6,2,0.6012704746703782,0.09395844079294782,0.007535342427049022,0.14615012256658155,0.5707521465901171,0.20293025367493556,0.5707521465901171,0.728284919869402,0.007535342427049022,False
21301,brown1/tagfiles/br-e04.xml_94,5,release,acquittance.n.01,As with the penultimate Giselle,"( Wolff 's abridgment for RCA Victor ) I find the cleaner , less razor edged monophonic version , for all its lack of big stage spaciousness , the more aurally tolerable - but this may be the result of processing defects in my SD copies .",False,"As with the penultimate Giselle release ( Wolff 's abridgment for RCA Victor ) I find the cleaner , less razor edged monophonic version , for all its lack of big stage spaciousness , the more aurally tolerable - but this may be the result of processing defects in my SD copies .",278,NN,free.v.01,liberation.n.01,unblock.v.03,0.10709404754254409,0.07111096932278214,0.04464701363369273,0.22917431160584237,0.17732143437825115,6,2,0.764179842246576,0.41578024805175245,0.007535342427049022,0.14615012256658155,0.7403207927908377,0.18033357009536058,0.7403207927908377,0.7839138702820869,0.9999999999999999,False
45926,brown1/tagfiles/br-j10.xml_81,17,acres,acre.n.03,"Often the burrows are only an inch or two apart , and the bee cities cover several",.,False,"Often the burrows are only an inch or two apart , and the bee cities cover several acres .",90,NNS,acre.n.01,acre.n.01,acre.n.03,0.2713419735427748,0.044976073137632556,0.05382805037785419,0.15156134690826484,0.0903664661951013,3,2,-0.03956832255915873,0.08300422223601855,-0.01279969278429471,0.0903664661951013,0.1788673217620241,0.19090033802888304,0.4885938901798744,0.7039737400627168,0.8498318093113075,False
26787,brown1/tagfiles/br-f10.xml_32,8,Act,act.n.01,The charge : violation of the California Medical Practices,by practicing medicine without a license and selling misbranded drugs .,True,The charge : violation of the California Medical Practices Act by practicing medicine without a license and selling misbranded drugs .,134,NNP,act.v.06,act.n.02,act.v.10,0.09225837924569606,0.07295607397116056,0.05974544334643508,0.2441904600380801,0.37717215346684213,0,3,0.18463162181960324,0.2334002932611562,0.334504244002492,0.2441904600380801,0.32082150143780575,0.32082150143780575,0.7358496121356002,0.8073961724820669,1.0,True
12188,brown1/tagfiles/br-c04.xml_36,22,act,act.n.02,"Wallace Gray has directed a difficult play here , usually well , but with just a bit too much physical movement in the first",for my taste .,False,"Wallace Gray has directed a difficult play here , usually well , but with just a bit too much physical movement in the first act for my taste .",143,NN,work.v.03,act.n.02,act.v.10,0.2261212371686571,0.20388922595189915,0.1229573637747678,0.2441904600380801,0.37717215346684213,1,0,0.16775828546090701,0.22265362412375198,1.0,0.3621630174566024,0.29438049340800176,0.29438049340800176,0.5956866305452053,0.7140913262216173,1.0,False
12260,brown1/tagfiles/br-c04.xml_43,12,Act,act.n.02,So the audience last night was all ears and eyes just after,"2 , got a rousing opening chorus , `` Where's Charley ? ''",False,"So the audience last night was all ears and eyes just after Act 2 , got a rousing opening chorus , `` Where's Charley ? ''",122,NNP,act.v.05,act.n.02,act.v.10,0.09225837924569606,0.07295607397116056,0.05974544334643508,0.2441904600380801,0.37717215346684213,1,0,0.11926393085941807,0.25992227671510365,0.334504244002492,0.3621630174566024,0.28541351451475117,0.28541351451475117,0.7718564040632551,0.6062403175321645,1.0,False
62,brown1/tagfiles/br-a01.xml_5,5,act,act.v.03,It recommended that Fulton legislators,`` to have these laws studied and revised to the end of modernizing and improving them '' .,False,It recommended that Fulton legislators act `` to have these laws studied and revised to the end of modernizing and improving them '' .,134,NN,dissemble.v.03,act.n.02,act.v.10,0.2261212371686571,0.20388922595189915,0.1229573637747678,0.2441904600380801,0.37717215346684213,7,0,0.1804615742923272,0.284087313922068,1.0,0.3442486733228352,0.29066455115342266,0.29066455115342266,0.5250445739654467,0.6022462942245311,1.0,False
39724,brown1/tagfiles/br-j05.xml_55,8,acts,act.v.04,The detergent active is that substance which primarily,to remove greasy soils .,False,The detergent active is that substance which primarily acts to remove greasy soils .,84,NNS,act.n.03,act.n.01,act.v.10,0.17759662597857462,0.18014285552123663,0.10869876361144117,0.2017742200979338,0.3496430339108477,9,0,0.13866792966892763,0.25619539705975763,0.6845740759726606,0.25955094316706834,0.3519831908636226,0.396503352428272,0.5689725489333038,0.3615290271602098,0.6845740759726606,False
31888,brown1/tagfiles/br-g11.xml_54,23,act,act.v.10,"If an automobile were approaching him , he would know what was required of him , even though he might not be able to",quickly enough .,False,"If an automobile were approaching him , he would know what was required of him , even though he might not be able to act quickly enough .",137,NN,act.v.01,act.n.02,act.v.10,0.2261212371686571,0.20388922595189915,0.1229573637747678,0.2441904600380801,0.37717215346684213,14,0,0.25168951922020233,0.297062265591714,1.0,0.37717215346684213,0.3659146670603824,0.3659146670603824,0.6231504705829181,0.5556901054343512,1.0,False
31956,brown1/tagfiles/br-g11.xml_58,11,actions,action.n.01,I believe that what I do has some effect on his,"and I have learned , in a way , to commune with drunks , but certainly my actions seem to resemble more nearly the performance of a rain dance than the carrying out of an experiment in physics .",True,"I believe that what I do has some effect on his actions and I have learned , in a way , to commune with drunks , but certainly my actions seem to resemble more nearly the performance of a rain dance than the carrying out of an experiment in physics .",250,NNS,action.n.09,action.n.02,carry_through.v.01,0.19588419041430077,0.17754856463060276,0.13431666171357165,0.25261294753356284,0.23123474972372204,0,1,0.266506364602956,0.23465679704354803,0.5283174450119766,0.25261294753356284,0.2971114249598649,0.36686603955028785,0.7669993285620593,0.7944472992300847,0.15877942953704163,True
44841,brown1/tagfiles/br-j09.xml_84,11,activity,action.n.02,The insoluble material resulting from dialysis against starting buffer always showed strong,.,True,The insoluble material resulting from dialysis against starting buffer always showed strong activity .,102,NN,activity.n.01,action.n.02,activeness.n.02,0.2573885631637677,0.15091980878783826,0.12583447916374454,0.3880559492749417,0.25679275947522157,1,0,0.1309827110223776,0.2631557382519658,0.2644702561892296,0.3209836188379993,0.3031405004866455,0.4041326349075392,0.5555855393767353,0.6509633115148076,0.1324397081868186,True
39676,brown1/tagfiles/br-j05.xml_52,12,action,action.n.02,The washing process whereby soils are removed consists basically of applying mechanical,"to loosen the dirt particles and dried matter in the presence of water which helps to float off the debris and acts , to some extent , as a dissolving and solvating agent .",False,"The washing process whereby soils are removed consists basically of applying mechanical action to loosen the dirt particles and dried matter in the presence of water which helps to float off the debris and acts , to some extent , as a dissolving and solvating agent .",267,NN,action.v.01,action.n.02,carry_through.v.01,0.19059755808379,0.1709999533185378,0.11770867897437064,0.22028611092687161,0.2716433482167073,1,2,0.2527436804223859,0.16450139968715397,0.9999999999999998,0.2706864323764631,0.2953369507225054,0.2953369507225054,0.6454982160288328,0.7475058673859555,0.1309827110223776,False
31963,brown1/tagfiles/br-g11.xml_58,27,actions,action.n.02,"I believe that what I do has some effect on his actions and I have learned , in a way , to commune with drunks , but certainly my",seem to resemble more nearly the performance of a rain dance than the carrying out of an experiment in physics .,False,"I believe that what I do has some effect on his actions and I have learned , in a way , to commune with drunks , but certainly my actions seem to resemble more nearly the performance of a rain dance than the carrying out of an experiment in physics .",250,NNS,action.n.01,action.n.02,carry_through.v.01,0.19588419041430077,0.17754856463060276,0.13431666171357165,0.25261294753356284,0.23123474972372204,1,2,0.274672847364599,0.2552376812630237,0.5283174450119766,0.28803794572348235,0.2971114249598649,0.36686603955028785,0.6297288446889411,0.7259766391659899,0.15877942953704163,False
9575,brown1/tagfiles/br-b20.xml_82,5,action,action.n.02,These are mentalities which crave,"- and they are beginning to get it , as Messrs. Salsich and Engh report on page 372 .",False,"These are mentalities which crave action - and they are beginning to get it , as Messrs. Salsich and Engh report on page 372 .",126,NN,military_action.n.01,action.n.02,carry_through.v.01,0.19059755808379,0.1709999533185378,0.11770867897437064,0.22028611092687161,0.2716433482167073,1,0,0.21439612071389605,0.17030108192832738,0.9999999999999998,0.2706864323764631,0.2989983512101708,0.2989983512101708,0.6035151889641039,0.6897638310237918,0.9999999999999998,False
49825,brown1/tagfiles/br-j14.xml_51,20,activity,action.n.02,"In the experimental animal and in man gross deficiency in dietary iodine causes thyroid hyperplasia , hypertrophy and increased thyroid","( Money , Rall and Rawson , 1952 ; Stanbury , Brownell , Riggs , Perinetti , Itoiz , and Del Castillo , 1954 ) .",False,"In the experimental animal and in man gross deficiency in dietary iodine causes thyroid hyperplasia , hypertrophy and increased thyroid activity ( Money , Rall and Rawson , 1952 ; Stanbury , Brownell , Riggs , Perinetti , Itoiz , and Del Castillo , 1954 ) .",257,NN,activeness.n.02,action.n.02,activeness.n.02,0.2573885631637677,0.15091980878783826,0.12583447916374454,0.3880559492749417,0.25679275947522157,1,1,0.13274097224795267,0.19028259901120584,0.2644702561892296,0.3209836188379993,0.1724302707075652,0.22684224144453263,0.6266644244679634,0.5942154774857172,0.1324397081868186,False
49726,brown1/tagfiles/br-j14.xml_40,20,activity,action.n.02,"On the other hand , there are a few antithyroid drugs of this same general type , such as resorcinol , possessing no reducing",and possibly acting through formation of a complex with molecular iodine .,False,"On the other hand , there are a few antithyroid drugs of this same general type , such as resorcinol , possessing no reducing activity and possibly acting through formation of a complex with molecular iodine .",209,NN,bodily_process.n.01,action.n.02,activeness.n.02,0.2573885631637677,0.15091980878783826,0.12583447916374454,0.3880559492749417,0.25679275947522157,1,2,0.23630949714624508,0.21998877523479674,0.2644702561892296,0.3209836188379993,0.25058712651002407,0.3287961658893759,0.6409960501198364,0.7264490958118729,0.1324397081868186,False
